subscription_id,user_id,event_type,plan,mrr,event_date
sub_34857450,user_00875,created,enterprise,149,2025-07-08
sub_808854,user_00876,created,pro,49,2025-03-30
sub_46553839,user_00877,created,free,0,2025-04-29
sub_3409042,user_00877,upgraded,pro,49,2025-10-28
sub_92248403,user_00878,created,free,0,2025-03-10
sub_70440993,user_00879,created,free,0,2025-09-01
sub_81065376,user_00880,created,enterprise,149,2025-03-08
sub_19433419,user_00880,cancelled,enterprise,0,2025-09-09
sub_63654820,user_00881,created,pro,49,2025-05-12
sub_26845531,user_00882,created,enterprise,149,2025-03-24
sub_77538991,user_00883,created,pro,49,2025-01-27
sub_56119122,user_00884,created,enterprise,149,2025-04-12
sub_99616895,user_00885,created,pro,49,2025-04-19
sub_11248519,user_00885,upgraded,enterprise,149,2025-09-17
sub_43939110,user_00886,created,pro,49,2025-02-26
sub_80018084,user_00887,created,enterprise,149,2025-05-25
sub_60313693,user_00888,created,free,0,2025-02-05
sub_57588035,user_00889,created,pro,49,2025-02-14
sub_34543935,user_00890,created,pro,49,2025-04-28
sub_1185755,user_00891,created,free,0,2025-01-27
sub_42180686,user_00891,upgraded,pro,49,2025-03-23
sub_25749946,user_00892,created,enterprise,149,2025-01-06
sub_91511185,user_00892,downgraded,pro,49,2025-11-26
sub_88078722,user_00893,created,free,0,2025-01-26
sub_99034784,user_00894,created,enterprise,149,2025-03-30
sub_43173686,user_00895,created,pro,49,2025-03-15
sub_55229774,user_00895,upgraded,enterprise,149,2025-07-30
sub_60429095,user_00896,created,pro,49,2025-03-29
sub_7754161,user_00897,created,pro,49,2025-01-16
sub_98884291,user_00897,upgraded,enterprise,149,2025-07-12
sub_63577592,user_00898,created,pro,49,2025-03-01
sub_67134583,user_00898,downgraded,free,0,2025-09-16
sub_79910383,user_00899,created,enterprise,149,2025-04-30
sub_62192924,user_00899,downgraded,pro,49,2025-11-29
sub_67083557,user_00900,created,free,0,2025-04-08
sub_95385847,user_00900,upgraded,pro,49,2025-10-30
sub_45499934,user_00901,created,free,0,2025-01-05
sub_46206051,user_00902,created,pro,49,2025-05-15
sub_34184054,user_00903,created,pro,49,2025-03-29
sub_21311791,user_00904,created,pro,49,2025-07-18
sub_58563783,user_00905,created,enterprise,149,2025-02-03
sub_10331334,user_00906,created,free,0,2025-05-19
sub_78745075,user_00907,created,free,0,2025-02-05
sub_94551517,user_00908,created,free,0,2025-02-19
sub_3707261,user_00909,created,free,0,2025-04-06
sub_32378692,user_00909,upgraded,pro,49,2025-07-04
sub_70728547,user_00910,created,pro,49,2025-04-27
sub_34852582,user_00910,cancelled,pro,0,2025-06-17
sub_19751826,user_00911,created,enterprise,149,2025-04-19
sub_24283701,user_00911,downgraded,pro,49,2025-12-21
sub_64002646,user_00912,created,free,0,2025-05-07
sub_28193492,user_00913,created,free,0,2025-01-18
sub_54014743,user_00914,created,pro,49,2025-04-29
sub_17480237,user_00915,created,pro,49,2025-02-06
sub_61128345,user_00915,upgraded,enterprise,149,2025-10-20
sub_97796770,user_00916,created,free,0,2025-10-22
sub_27681339,user_00917,created,enterprise,149,2025-05-15
sub_24194407,user_00918,created,free,0,2025-05-16
sub_8004248,user_00919,created,pro,49,2025-05-14
sub_94780071,user_00920,created,enterprise,149,2025-04-22
sub_23630872,user_00921,created,pro,49,2025-05-03
sub_23547318,user_00921,cancelled,pro,0,2025-08-26
sub_86364402,user_00922,created,free,0,2025-03-17
sub_19760210,user_00923,created,pro,49,2025-03-22
sub_64712451,user_00924,created,enterprise,149,2025-04-19
sub_13863006,user_00925,created,pro,49,2025-02-19
sub_14283027,user_00925,downgraded,free,0,2025-08-17
sub_10067840,user_00926,created,pro,49,2025-02-14
sub_62382863,user_00927,created,free,0,2025-03-17
sub_49793666,user_00928,created,free,0,2025-09-08
sub_87409137,user_00929,created,enterprise,149,2025-03-22
sub_65779538,user_00930,created,free,0,2025-05-12
sub_57166869,user_00931,created,pro,49,2025-12-11
sub_81436242,user_00932,created,enterprise,149,2025-05-12
sub_16199007,user_00933,created,enterprise,149,2025-01-23
sub_66010936,user_00933,downgraded,pro,49,2025-04-17
sub_14308677,user_00933,downgraded,free,0,2025-08-31
sub_56765292,user_00934,created,pro,49,2025-01-17
sub_22062935,user_00935,created,free,0,2025-04-28
sub_7678081,user_00935,upgraded,pro,49,2025-06-13
sub_39530879,user_00936,created,pro,49,2025-01-08
sub_21154676,user_00937,created,pro,49,2025-12-18
sub_82783895,user_00938,created,free,0,2025-07-23
sub_72906443,user_00939,created,pro,49,2025-07-20
sub_49922138,user_00939,cancelled,pro,0,2025-09-28
sub_15303511,user_00940,created,enterprise,149,2025-05-19
sub_38782228,user_00941,created,enterprise,149,2025-09-24
sub_35997847,user_00942,created,pro,49,2025-02-10
sub_74153574,user_00943,created,free,0,2025-02-10
sub_54243868,user_00943,upgraded,pro,49,2025-11-04
sub_77460336,user_00944,created,pro,49,2025-03-27
sub_74284004,user_00945,created,enterprise,149,2025-01-03
sub_31230983,user_00946,created,free,0,2025-02-22
sub_4346230,user_00947,created,pro,49,2025-03-02
sub_50304388,user_00947,cancelled,pro,0,2025-11-23
sub_23584929,user_00948,created,pro,49,2025-01-06
sub_13900306,user_00949,created,free,0,2025-03-24
sub_57019882,user_00950,created,pro,49,2025-02-08
sub_77656343,user_00951,created,pro,49,2025-05-16
sub_1055438,user_00952,created,free,0,2025-02-13
sub_27827407,user_00952,upgraded,pro,49,2025-08-09
sub_78452159,user_00953,created,free,0,2025-05-10
sub_24047950,user_00954,created,free,0,2025-04-03
sub_25122935,user_00955,created,pro,49,2025-03-09
sub_3971230,user_00956,created,pro,49,2025-05-19
sub_24183731,user_00957,created,pro,49,2025-07-26
sub_55459928,user_00958,created,free,0,2025-04-04
sub_76321420,user_00959,created,pro,49,2025-06-19
sub_73765130,user_00960,created,free,0,2025-05-11
sub_1867528,user_00961,created,enterprise,149,2025-01-19
sub_12838644,user_00962,created,pro,49,2025-01-22
sub_35720850,user_00963,created,free,0,2025-01-12
sub_24747698,user_00963,upgraded,pro,49,2025-06-22
sub_91081259,user_00964,created,free,0,2025-09-14
sub_53354321,user_00965,created,enterprise,149,2025-05-13
sub_36055931,user_00966,created,free,0,2025-12-30
sub_66498932,user_00967,created,free,0,2025-04-10
sub_10392769,user_00968,created,enterprise,149,2025-04-17
sub_8126886,user_00969,created,enterprise,149,2025-02-24
sub_56680533,user_00970,created,free,0,2025-05-19
sub_73332162,user_00970,upgraded,pro,49,2025-10-15
sub_3392122,user_00971,created,free,0,2025-04-03
sub_9590240,user_00972,created,free,0,2025-05-11
sub_60475414,user_00972,upgraded,pro,49,2025-10-06
sub_62351263,user_00973,created,pro,49,2025-04-05
sub_2593999,user_00973,cancelled,pro,0,2025-05-06
sub_28996080,user_00974,created,enterprise,149,2025-03-22
sub_10789101,user_00975,created,pro,49,2025-03-24
sub_53695427,user_00976,created,pro,49,2025-03-24
sub_26040674,user_00977,created,pro,49,2025-04-17
sub_59813891,user_00978,created,pro,49,2025-02-13
sub_5279811,user_00978,downgraded,free,0,2025-10-22
sub_45960627,user_00979,created,pro,49,2025-01-16
sub_91972817,user_00980,created,enterprise,149,2025-05-09
sub_1446908,user_00980,cancelled,enterprise,0,2025-11-10
sub_4415512,user_00981,created,pro,49,2025-03-08
sub_39084913,user_00982,created,pro,49,2025-04-02
sub_78289539,user_00982,cancelled,pro,0,2025-09-16
sub_26613296,user_00983,created,free,0,2025-11-06
sub_28008364,user_00984,created,free,0,2025-08-07
sub_24796678,user_00985,created,enterprise,149,2025-05-08
sub_55468002,user_00986,created,free,0,2025-04-09
sub_61584195,user_00987,created,enterprise,149,2025-02-23
sub_24634296,user_00988,created,free,0,2025-10-14
sub_34065154,user_00989,created,free,0,2025-05-17
sub_37535728,user_00990,created,enterprise,149,2025-01-17
sub_50564531,user_00991,created,pro,49,2025-04-03
sub_77520413,user_00992,created,pro,49,2025-02-21
sub_30048229,user_00992,upgraded,enterprise,149,2025-07-12
sub_15184381,user_00993,created,free,0,2025-04-03
sub_59132249,user_00994,created,pro,49,2025-01-29
sub_21462714,user_00995,created,free,0,2025-06-24
sub_75591614,user_00996,created,pro,49,2025-04-14
sub_37398032,user_00997,created,enterprise,149,2025-02-21
sub_59539153,user_00998,created,pro,49,2025-05-12
sub_58147312,user_00999,created,free,0,2025-02-04
sub_32435858,user_01000,created,pro,49,2025-01-19
sub_74518625,user_01001,created,free,0,2025-04-08
sub_715296,user_01002,created,pro,49,2025-04-26
sub_72468344,user_01003,created,free,0,2025-02-16
sub_29835580,user_01004,created,free,0,2025-09-28
sub_75540642,user_01005,created,pro,49,2025-02-23
sub_4363594,user_01006,created,pro,49,2025-04-18
sub_99513444,user_01007,created,enterprise,149,2025-04-11
sub_53378193,user_01008,created,pro,49,2025-02-08
sub_43633699,user_01008,downgraded,free,0,2025-05-21
sub_34911314,user_01008,upgraded,pro,49,2025-07-04
sub_8169239,user_01008,upgraded,enterprise,149,2025-10-01
sub_20974708,user_01009,created,free,0,2025-05-30
sub_46948562,user_01010,created,free,0,2025-01-15
sub_82648891,user_01011,created,pro,49,2025-02-27
sub_97781316,user_01011,upgraded,enterprise,149,2025-07-13
sub_82241666,user_01012,created,free,0,2025-05-16
sub_73825346,user_01013,created,pro,49,2025-05-30
sub_43627471,user_01014,created,free,0,2025-01-01
sub_14592917,user_01015,created,free,0,2025-02-28
sub_93802195,user_01015,upgraded,pro,49,2025-04-11
sub_81016927,user_01016,created,pro,49,2025-03-31
sub_29391511,user_01016,downgraded,free,0,2025-11-21
sub_99074171,user_01017,created,pro,49,2025-03-16
sub_81162973,user_01017,cancelled,pro,0,2025-09-11
sub_30181048,user_01018,created,pro,49,2025-03-11
sub_17075254,user_01019,created,pro,49,2025-01-05
sub_62010916,user_01020,created,pro,49,2025-04-15
sub_94048286,user_01020,downgraded,free,0,2025-09-16
sub_21206894,user_01021,created,free,0,2025-01-07
sub_66203738,user_01022,created,enterprise,149,2025-02-11
sub_24183667,user_01023,created,enterprise,149,2025-04-01
sub_72600803,user_01024,created,enterprise,149,2025-04-02
sub_11677833,user_01025,created,free,0,2025-05-03
sub_21483603,user_01026,created,free,0,2025-04-25
sub_76851987,user_01026,upgraded,pro,49,2025-08-20
sub_15820638,user_01027,created,free,0,2025-04-30
sub_52025032,user_01029,created,pro,49,2025-02-11
sub_29824343,user_01030,created,pro,49,2025-01-28
sub_46716047,user_01031,created,free,0,2025-04-24
sub_87539138,user_01032,created,enterprise,149,2025-01-07
sub_6409970,user_01033,created,pro,49,2025-01-18
sub_40059312,user_01034,created,free,0,2025-02-10
sub_75593067,user_01035,created,pro,49,2025-02-03
sub_57611344,user_01036,created,enterprise,149,2025-08-26
sub_7985912,user_01037,created,free,0,2025-02-15
sub_16836089,user_01038,created,pro,49,2025-07-29
sub_57773629,user_01039,created,pro,49,2025-01-22
sub_96438967,user_01040,created,free,0,2025-01-09
sub_56342092,user_01040,upgraded,pro,49,2025-02-08
sub_60741910,user_01041,created,pro,49,2025-03-06
sub_53033833,user_01041,cancelled,pro,0,2025-05-05
sub_86688768,user_01042,created,pro,49,2025-12-26
sub_44443205,user_01043,created,enterprise,149,2025-01-14
sub_23037865,user_01043,downgraded,pro,49,2025-08-17
sub_60883480,user_01043,downgraded,free,0,2025-09-24
sub_22307582,user_01044,created,pro,49,2025-05-26
sub_74217674,user_01044,cancelled,pro,0,2025-10-29
sub_86506181,user_01045,created,free,0,2025-01-20
sub_40764930,user_01046,created,pro,49,2025-01-29
sub_47767782,user_01046,cancelled,pro,0,2025-06-03
sub_27569527,user_01047,created,pro,49,2025-04-29
sub_78935070,user_01047,downgraded,free,0,2025-10-26
sub_65666288,user_01048,created,pro,49,2025-02-07
sub_35537497,user_01048,upgraded,enterprise,149,2025-11-17
sub_83675181,user_01049,created,pro,49,2025-05-15
sub_84101071,user_01049,cancelled,pro,0,2025-11-06
sub_78703145,user_01050,created,free,0,2025-06-28
sub_50148407,user_01051,created,enterprise,149,2025-05-04
sub_3140013,user_01052,created,pro,49,2025-04-12
sub_60752790,user_01053,created,free,0,2025-04-19
sub_97010689,user_01054,created,free,0,2025-04-23
sub_76576,user_01055,created,free,0,2025-01-09
sub_67869273,user_01055,upgraded,pro,49,2025-05-26
sub_73300539,user_01055,downgraded,free,0,2025-08-06
sub_58364452,user_01056,created,pro,49,2025-03-18
sub_40446864,user_01057,created,pro,49,2025-04-19
sub_374362,user_01059,created,pro,49,2025-02-01
sub_56196405,user_01059,upgraded,enterprise,149,2025-12-06
sub_66459478,user_01060,created,pro,49,2025-12-06
sub_48773102,user_01061,created,enterprise,149,2025-01-01
sub_55402833,user_01062,created,free,0,2025-02-27
sub_2912578,user_01063,created,pro,49,2025-02-01
sub_22769522,user_01064,created,free,0,2025-02-13
sub_5985419,user_01064,upgraded,pro,49,2025-06-13
sub_73234600,user_01065,created,pro,49,2025-02-04
sub_1372988,user_01066,created,free,0,2025-03-07
sub_89269195,user_01066,upgraded,pro,49,2025-04-19
sub_95948013,user_01066,cancelled,pro,0,2025-12-24
sub_13862374,user_01067,created,free,0,2025-10-23
sub_75839021,user_01068,created,free,0,2025-01-13
sub_23052880,user_01068,upgraded,pro,49,2025-11-04
sub_79862482,user_01069,created,pro,49,2025-04-14
sub_6235415,user_01070,created,enterprise,149,2025-09-27
sub_22267251,user_01071,created,enterprise,149,2025-03-17
sub_24987417,user_01072,created,pro,49,2025-01-22
sub_10436008,user_01072,upgraded,enterprise,149,2025-10-05
sub_49848952,user_01073,created,free,0,2025-05-02
sub_40170436,user_01074,created,free,0,2025-03-23
sub_31970207,user_01075,created,enterprise,149,2025-02-15
sub_83174259,user_01075,cancelled,enterprise,0,2025-04-29
sub_4372066,user_01076,created,pro,49,2025-03-05
sub_37512892,user_01076,downgraded,free,0,2025-05-10
sub_34768842,user_01077,created,free,0,2025-03-01
sub_72774717,user_01078,created,pro,49,2025-02-25
sub_76829222,user_01078,downgraded,free,0,2025-07-28
sub_4643233,user_01079,created,pro,49,2025-02-02
sub_78488055,user_01079,cancelled,pro,0,2025-12-11
sub_30221880,user_01080,created,enterprise,149,2025-02-04
sub_23267008,user_01080,cancelled,enterprise,0,2025-08-06
sub_21055735,user_01081,created,pro,49,2025-03-03
sub_46774328,user_01081,downgraded,free,0,2025-08-24
sub_25827317,user_01082,created,pro,49,2025-04-20
sub_33187506,user_01083,created,enterprise,149,2025-04-15
sub_27687771,user_01084,created,pro,49,2025-04-07
sub_23261698,user_01084,downgraded,free,0,2025-12-23
sub_880540,user_01085,created,pro,49,2025-05-24
sub_22518072,user_01086,created,enterprise,149,2025-10-20
sub_32840194,user_01087,created,pro,49,2025-01-22
sub_47985641,user_01088,created,pro,49,2025-03-19
sub_9024217,user_01089,created,pro,49,2025-01-11
sub_5467628,user_01089,upgraded,enterprise,149,2025-03-10
sub_20664729,user_01090,created,free,0,2025-10-25
sub_50229580,user_01091,created,enterprise,149,2025-01-17
sub_87506740,user_01092,created,pro,49,2025-04-28
sub_44477708,user_01093,created,free,0,2025-03-25
sub_46177939,user_01094,created,enterprise,149,2025-03-01
sub_7969791,user_01095,created,enterprise,149,2025-06-11
sub_15236678,user_01096,created,free,0,2025-06-10
sub_82972295,user_01097,created,enterprise,149,2025-04-13
sub_97896452,user_01098,created,pro,49,2025-03-21
sub_30365698,user_01099,created,pro,49,2025-05-18
sub_45317894,user_01099,downgraded,free,0,2025-10-29
sub_38074872,user_01100,created,pro,49,2025-04-23
sub_44098683,user_01101,created,pro,49,2025-05-24
sub_96356720,user_01101,upgraded,enterprise,149,2025-08-11
sub_91664048,user_01102,created,enterprise,149,2025-05-05
sub_4481563,user_01102,downgraded,pro,49,2025-10-02
sub_30338081,user_01103,created,enterprise,149,2025-04-06
sub_54334037,user_01104,created,enterprise,149,2025-07-11
sub_77966442,user_01105,created,free,0,2025-04-20
sub_67685146,user_01106,created,pro,49,2025-05-23
sub_74408160,user_01107,created,enterprise,149,2025-03-31
sub_75197111,user_01108,created,free,0,2025-03-12
sub_38230181,user_01108,upgraded,pro,49,2025-07-28
sub_93300460,user_01109,created,enterprise,149,2025-05-05
sub_27937587,user_01110,created,pro,49,2025-02-02
sub_83722553,user_01111,created,free,0,2025-05-14
sub_25990060,user_01112,created,free,0,2025-02-24
sub_32964310,user_01113,created,free,0,2025-03-05
sub_25870212,user_01113,upgraded,pro,49,2025-08-06
sub_21770277,user_01114,created,enterprise,149,2025-11-05
sub_39532925,user_01115,created,enterprise,149,2025-02-15
sub_33056454,user_01116,created,free,0,2025-03-12
sub_52897118,user_01117,created,free,0,2025-03-01
sub_21905860,user_01118,created,pro,49,2025-02-25
sub_79469712,user_01118,downgraded,free,0,2025-10-19
sub_57278051,user_01119,created,free,0,2025-01-16
sub_17751999,user_01119,upgraded,pro,49,2025-08-13
sub_972066,user_01120,created,free,0,2025-10-22
sub_72129095,user_01121,created,pro,49,2025-07-19
sub_3577210,user_01122,created,pro,49,2025-02-28
sub_46549341,user_01122,cancelled,pro,0,2025-06-12
sub_75743176,user_01123,created,free,0,2025-02-08
sub_99377345,user_01124,created,enterprise,149,2025-05-25
sub_72258236,user_01125,created,pro,49,2025-10-31
sub_86585128,user_01126,created,pro,49,2025-04-23
sub_30936036,user_01127,created,pro,49,2025-05-27
sub_16434806,user_01127,downgraded,free,0,2025-07-31
sub_16955135,user_01128,created,free,0,2025-04-25
sub_36167085,user_01129,created,free,0,2025-06-14
sub_36268695,user_01130,created,free,0,2025-05-03
sub_12142123,user_01131,created,pro,49,2025-03-12
sub_21701972,user_01132,created,free,0,2025-03-16
sub_77817765,user_01133,created,enterprise,149,2025-02-26
sub_7721842,user_01134,created,pro,49,2025-11-08
sub_59637099,user_01135,created,pro,49,2025-07-10
sub_44740105,user_01136,created,free,0,2025-03-18
sub_80321827,user_01137,created,free,0,2025-02-08
sub_52723649,user_01138,created,pro,49,2025-10-09
sub_42017788,user_01139,created,enterprise,149,2025-04-28
sub_82104813,user_01140,created,free,0,2025-03-30
sub_80684112,user_01141,created,free,0,2025-01-27
sub_82515458,user_01142,created,free,0,2025-02-04
sub_17971391,user_01142,upgraded,pro,49,2025-10-18
sub_7575494,user_01143,created,pro,49,2025-01-19
sub_15824860,user_01143,downgraded,free,0,2025-08-24
sub_19145211,user_01144,created,pro,49,2025-04-07
sub_32578247,user_01145,created,pro,49,2025-07-29
sub_66627421,user_01146,created,enterprise,149,2025-03-03
sub_53886874,user_01147,created,pro,49,2025-04-19
sub_26586910,user_01148,created,pro,49,2025-03-02
sub_10100415,user_01149,created,pro,49,2025-05-14
sub_64575117,user_01150,created,free,0,2025-03-17
sub_61711396,user_01151,created,free,0,2025-04-21
sub_41471936,user_01152,created,free,0,2025-03-13
sub_78919775,user_01152,upgraded,pro,49,2025-09-10
sub_49888093,user_01153,created,enterprise,149,2025-03-09
sub_37293092,user_01154,created,free,0,2025-02-18
sub_21481965,user_01155,created,enterprise,149,2025-01-26
sub_8800190,user_01156,created,free,0,2025-03-05
sub_1998162,user_01156,upgraded,pro,49,2025-04-06
sub_51530317,user_01157,created,pro,49,2025-05-16
sub_24461495,user_01158,created,pro,49,2025-03-04
sub_79899485,user_01159,created,enterprise,149,2025-04-08
sub_35997422,user_01160,created,free,0,2025-03-26
sub_86022455,user_01160,upgraded,pro,49,2025-06-27
sub_12469732,user_01161,created,free,0,2025-01-10
sub_76015178,user_01162,created,free,0,2025-08-13
sub_27266260,user_01163,created,pro,49,2025-04-14
sub_60147892,user_01164,created,pro,49,2025-02-28
sub_45888749,user_01164,downgraded,free,0,2025-11-21
sub_83501427,user_01165,created,free,0,2025-03-20
sub_13125005,user_01165,upgraded,pro,49,2025-10-25
sub_78645798,user_01166,created,pro,49,2025-09-01
sub_17775673,user_01167,created,enterprise,149,2025-05-25
sub_24268104,user_01168,created,pro,49,2025-10-10
sub_53086227,user_01169,created,pro,49,2025-01-30
sub_59906546,user_01170,created,pro,49,2025-01-13
sub_10202362,user_01171,created,pro,49,2025-02-19
sub_94353805,user_01172,created,free,0,2025-02-07
sub_30746598,user_01173,created,free,0,2025-03-26
sub_13404936,user_01174,created,free,0,2025-01-06
sub_64641617,user_01175,created,enterprise,149,2025-01-09
sub_49979600,user_01176,created,free,0,2025-02-02
sub_31154502,user_01177,created,pro,49,2025-09-18
sub_96978633,user_01177,upgraded,enterprise,149,2025-12-05
sub_53792086,user_01178,created,pro,49,2025-04-21
sub_17194476,user_01178,cancelled,pro,0,2025-10-10
sub_56848213,user_01179,created,free,0,2025-01-18
sub_36784982,user_01180,created,free,0,2025-10-14
sub_63545725,user_01181,created,free,0,2025-02-04
sub_42748604,user_01182,created,free,0,2025-04-25
sub_20286307,user_01183,created,pro,49,2025-04-03
sub_89627886,user_01184,created,enterprise,149,2025-03-13
sub_68276013,user_01184,downgraded,pro,49,2025-06-16
sub_84497483,user_01185,created,pro,49,2025-09-15
sub_53504799,user_01186,created,pro,49,2025-03-02
sub_33806025,user_01187,created,free,0,2025-05-31
sub_51418159,user_01188,created,free,0,2025-05-27
sub_13809073,user_01189,created,pro,49,2025-05-29
sub_19041068,user_01189,downgraded,free,0,2025-10-28
sub_94116091,user_01190,created,pro,49,2025-07-10
sub_3409779,user_01191,created,free,0,2025-11-15
sub_83323819,user_01192,created,pro,49,2025-04-27
sub_57139633,user_01193,created,pro,49,2025-09-07
sub_16168609,user_01194,created,free,0,2025-05-03
sub_60205894,user_01195,created,enterprise,149,2025-05-19
sub_30677962,user_01196,created,pro,49,2025-05-05
sub_3550019,user_01197,created,pro,49,2025-03-05
sub_605250,user_01197,downgraded,free,0,2025-08-30
sub_76649314,user_01198,created,enterprise,149,2025-03-18
sub_79603392,user_01199,created,pro,49,2025-09-09
sub_21251926,user_01200,created,enterprise,149,2025-05-17
sub_88562865,user_01200,downgraded,pro,49,2025-10-01
sub_99566293,user_01201,created,free,0,2025-01-29
sub_71544236,user_01203,created,free,0,2025-02-09
sub_36048156,user_01203,upgraded,pro,49,2025-12-21
sub_42332948,user_01204,created,enterprise,149,2025-03-25
sub_18445351,user_01205,created,pro,49,2025-03-21
sub_36303495,user_01206,created,enterprise,149,2025-03-29
sub_8198612,user_01206,cancelled,enterprise,0,2025-09-28
sub_25642547,user_01207,created,free,0,2025-04-02
sub_22309045,user_01208,created,free,0,2025-10-03
sub_94643703,user_01209,created,free,0,2025-01-11
sub_14212949,user_01210,created,enterprise,149,2025-09-18
sub_8428148,user_01211,created,free,0,2025-03-15
sub_47490644,user_01212,created,free,0,2025-08-06
sub_92755622,user_01213,created,enterprise,149,2025-03-07
sub_30906544,user_01214,created,free,0,2025-06-18
sub_44542152,user_01215,created,enterprise,149,2025-07-13
sub_47597060,user_01216,created,pro,49,2025-02-21
sub_1333197,user_01217,created,free,0,2025-02-02
sub_42653730,user_01217,upgraded,pro,49,2025-09-03
sub_12628163,user_01218,created,free,0,2025-01-29
sub_36360358,user_01219,created,pro,49,2025-05-18
sub_28170117,user_01220,created,pro,49,2025-05-18
sub_96609295,user_01220,upgraded,enterprise,149,2025-11-24
sub_18733307,user_01221,created,free,0,2025-12-03
sub_13471099,user_01222,created,enterprise,149,2025-03-12
sub_78099509,user_01223,created,pro,49,2025-01-01
sub_85878845,user_01224,created,pro,49,2025-04-07
sub_14101916,user_01225,created,free,0,2025-05-13
sub_40199913,user_01226,created,free,0,2025-03-01
sub_31911980,user_01227,created,pro,49,2025-02-22
sub_89414559,user_01228,created,free,0,2025-03-29
sub_6626244,user_01229,created,free,0,2025-04-20
sub_69447570,user_01230,created,free,0,2025-02-19
sub_59272776,user_01231,created,free,0,2025-03-05
sub_65110960,user_01232,created,enterprise,149,2025-04-06
sub_79360217,user_01232,downgraded,pro,49,2025-10-16
sub_61873766,user_01233,created,enterprise,149,2025-01-19
sub_85592155,user_01234,created,free,0,2025-07-05
sub_18744520,user_01235,created,free,0,2025-08-27
sub_35021207,user_01236,created,pro,49,2025-04-01
sub_62563951,user_01236,cancelled,pro,0,2025-09-16
sub_81264086,user_01237,created,free,0,2025-03-26
sub_17025492,user_01238,created,enterprise,149,2025-09-23
sub_50245981,user_01239,created,pro,49,2025-01-10
sub_92935594,user_01240,created,free,0,2025-03-22
sub_99488756,user_01240,upgraded,pro,49,2025-08-19
sub_33732173,user_01240,downgraded,free,0,2025-09-19
sub_17621753,user_01241,created,pro,49,2025-05-30
sub_20578989,user_01242,created,free,0,2025-11-24
sub_12539199,user_01243,created,pro,49,2025-05-21
sub_67339500,user_01243,cancelled,pro,0,2025-08-04
sub_73183047,user_01244,created,free,0,2025-02-06
sub_31711219,user_01245,created,free,0,2025-02-11
sub_95052455,user_01246,created,pro,49,2025-02-03
sub_34141277,user_01247,created,free,0,2025-04-30
sub_84326656,user_01248,created,free,0,2025-01-03
sub_90651440,user_01249,created,free,0,2025-05-06
sub_43128998,user_01250,created,pro,49,2025-05-30
sub_94007703,user_01251,created,pro,49,2025-01-30
sub_72437391,user_01252,created,pro,49,2025-03-29
sub_14691650,user_01253,created,free,0,2025-01-02
sub_79282514,user_01254,created,pro,49,2025-08-20
sub_24203842,user_01255,created,pro,49,2025-04-10
sub_98778042,user_01256,created,pro,49,2025-03-23
sub_996386,user_01257,created,pro,49,2025-02-15
sub_40602354,user_01257,upgraded,enterprise,149,2025-09-08
sub_72844194,user_01258,created,pro,49,2025-02-25
sub_64840922,user_01259,created,pro,49,2025-02-12
sub_66120776,user_01260,created,pro,49,2025-02-26
sub_5562968,user_01261,created,enterprise,149,2025-11-07
sub_57904488,user_01262,created,free,0,2025-05-26
sub_66130323,user_01262,upgraded,pro,49,2025-07-21
sub_85100395,user_01263,created,pro,49,2025-04-28
sub_51298527,user_01263,downgraded,free,0,2025-10-16
sub_77118971,user_01264,created,free,0,2025-04-19
sub_26611921,user_01265,created,free,0,2025-01-31
sub_28047424,user_01265,upgraded,pro,49,2025-06-03
sub_31471125,user_01266,created,free,0,2025-04-30
sub_22837888,user_01267,created,free,0,2025-11-01
sub_79042391,user_01268,created,pro,49,2025-11-28
sub_79130447,user_01269,created,pro,49,2025-11-23
sub_74918996,user_01270,created,pro,49,2025-01-17
sub_57713405,user_01270,cancelled,pro,0,2025-04-09
sub_47552019,user_01271,created,pro,49,2025-03-02
sub_12787594,user_01272,created,free,0,2025-02-08
sub_48045710,user_01273,created,free,0,2025-02-09
sub_82880952,user_01274,created,free,0,2025-07-03
sub_7671858,user_01275,created,free,0,2025-05-27
sub_22270634,user_01276,created,enterprise,149,2025-02-23
sub_45673394,user_01277,created,pro,49,2025-07-20
sub_62715910,user_01278,created,pro,49,2025-01-02
sub_96155143,user_01278,downgraded,free,0,2025-11-15
sub_72867033,user_01279,created,free,0,2025-05-30
sub_89323531,user_01280,created,free,0,2025-05-05
sub_38901145,user_01281,created,pro,49,2025-05-13
sub_58155333,user_01282,created,enterprise,149,2025-02-24
sub_36901435,user_01283,created,pro,49,2025-04-16
sub_7694709,user_01284,created,free,0,2025-12-09
sub_69761721,user_01285,created,pro,49,2025-05-20
sub_44767455,user_01286,created,pro,49,2025-04-10
sub_85434927,user_01287,created,pro,49,2025-04-15
sub_67572744,user_01288,created,pro,49,2025-02-12
sub_48221378,user_01289,created,pro,49,2025-05-27
sub_98682361,user_01290,created,pro,49,2025-01-02
sub_70771894,user_01291,created,pro,49,2025-02-25
sub_71189728,user_01292,created,pro,49,2025-04-11
sub_25783955,user_01293,created,enterprise,149,2025-03-24
sub_99162381,user_01293,downgraded,pro,49,2025-09-09
sub_72677003,user_01294,created,pro,49,2025-01-26
sub_23058100,user_01294,downgraded,free,0,2025-04-29
sub_43035439,user_01295,created,pro,49,2025-03-20
sub_93881373,user_01296,created,pro,49,2025-03-27
sub_58685777,user_01296,downgraded,free,0,2025-11-03
